parameter_id,parameter_name,parameter_kind,effect_step_category,scope,lifecycle_or_update,visibility,consumer_unit_ids
RP-013,当前事件,运行态 RP,当前原子事件处理,round_dynamic,每个操作事件创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-014,合法行动与响应窗口,运行态 RP,合法候选与响应窗口,round_dynamic,每次需要决策时创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-015,过胡与权限状态,运行态 RP,过胡与胡牌权限判断,round_dynamic,放弃胡牌或恢复事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-016,手牌结构状态,运行态 RP,手牌结构与向听分析,round_dynamic,摸打、碰杠、方向变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-017,当前做牌计划,运行态 RP,做牌计划形成与切换,round_dynamic,定缺后创建，每次复核后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-018,听牌与活牌状态,运行态 RP,听牌、等待与活牌评估,round_dynamic,手牌和可见牌变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-009|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|RULE-014|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010
RP-019,对手推测状态,运行态 RP,逐对手方向与牌型推测,round_dynamic,对手公开行为后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-002|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-010|HEUR-014|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010
RP-020,威胁与安全状态,运行态 RP,威胁、放铳损失与安全评估,round_dynamic,公开信息和局势变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-010|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010
RP-021,剩余机会状态,运行态 RP,逐座剩余摸牌机会估计,round_dynamic,轮次、碰杠、胡牌后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-007|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-014|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010
RP-022,牌局阶段,运行态 RP,早中晚局阶段判定,round_dynamic,随轮次和玩家状态更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-008|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|SCORE-001|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010|TRAIN-003|TRAIN-004
RP-023,候选行动集合,运行态 RP,候选生成、裁剪与排序,round_dynamic,每次决策时创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-009|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|SCORE-001|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-009|STATE-010
RP-024,当前注意力状态,运行态 RP,有限注意分配,round_dynamic,每次事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-025,当前记忆状态,运行态 RP,有限记忆衰减与强化,round_dynamic,公开事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-026,当前搜索状态,运行态 RP,有限推演与满意停止,round_dynamic,每次决策时创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-027,本次操作剩余时间,运行态 RP,思考预算与剩余时间,round_dynamic,决策窗口中动态更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-028,当前人格与情绪修正,运行态 RP,人格、水平与情绪修正,round_dynamic,开局创建，重要结果后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-029,行动历史与决策记录,运行态 RP,动作选择、解释与决策审计,round_dynamic,每次决策后追加,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-010|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-006|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-009|STATE-010|STATE-012|TRAIN-006
RP-030,本局计分事件,运行态 RP,局内计分事件处理,round_dynamic,胡牌、杠牌和转移后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-009|AUDIT-010|AUDIT-012|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-010|TRAIN-005|TRAIN-006|TRAIN-007
RP-031,终局公开信息,运行态 RP,终局公开信息与审计,round_dynamic,胡牌或流局公开时更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-009|AUDIT-010|AUDIT-012|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-013|RULE-016|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-010|TRAIN-005|TRAIN-006|TRAIN-007
RP-032,本局结算结果,运行态 RP,单局结算与整场累计,round_dynamic,结算后固定,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-001|AUDIT-002|AUDIT-003|AUDIT-005|AUDIT-008|AUDIT-009|AUDIT-010|AUDIT-012|AUDIT-013|AUDIT-014|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-013|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-008|STATE-010|TRAIN-005|TRAIN-006|TRAIN-007
RP-033,跨局学习输出,运行态 RP,跨局画像学习与训练输出,round_dynamic,结算和复盘后生成,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-002|AUDIT-005|AUDIT-008|AUDIT-009|AUDIT-010|AUDIT-012|AUDIT-013|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010|TRAIN-003|TRAIN-004
