unit_id,unit_name,unit_type,parameter_count,global_config_parameters,runtime_parameters,ui_note
HEUR-005,主备计划生命周期,启发式策略,38,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-006,定缺花色环境评估,启发式策略,13,NONE,RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-007,公开事件驱动的逐家方向更新,启发式策略,19,NONE,RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-008,整场比分与剩余局效用调节,启发式策略,2,GP-027 收益与比赛目标配置,RP-022 牌局阶段,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-009,先胡、做大和血战顺序效用,启发式策略,4,NONE,RP-018 听牌与活牌状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-010,多目标冲突复核,启发式策略,8,NONE,RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-011,番型边际做牌价值,启发式策略,10,GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-012,碰牌策略评价,启发式策略,2,GP-008 多人响应优先级 | GP-023 AI玩家基础档案,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-013,杠牌策略评价,启发式策略,7,GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-014,出牌牌效与结构保留策略,启发式策略,4,NONE,RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-019 对手推测状态,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-015,防守偏好与安全牌选择,启发式策略,40,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-016,行为序列推断,启发式策略,12,NONE,RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-017,思考节奏生成,启发式策略,9,GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-018,安全牌储备、扣牌与信息表达,启发式策略,21,GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置,RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-019,Top-K 有限注意分配,启发式策略,39,GP-021 信息可见性配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-020,有界记忆衰减与强化,启发式策略,49,GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-021,有限推演与满意停止,启发式策略,38,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-022,人格、水平与情绪状态消费,启发式策略,15,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
HEUR-023,有界近似选择与人类失误,启发式策略,38,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
MODEL-001,逐对手归一化方向/牌型假设,概率模型,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
MODEL-002,逐对手听牌/等待/损失风险模型,概率模型,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
MODEL-003,仅公开信息的跨局对手画像学习,概率模型,38,GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
MODEL-004,可训练策略输入输出契约,可训练模型,3,GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
MODEL-005,训练模型产物版本、冻结和评估生命周期,可训练模型,0,NONE,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-001,Match 配置冻结、玩家装配与整场控制,状态管理,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-002,权威 RoundState 存储与授权访问,状态管理,33,NONE,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-003,PlayerRoundState 手牌、副露、定缺与过胡状态,状态管理,43,GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-004,CONFIGURED→SETTLED 状态机,状态管理,60,GP-001 规则版本 | GP-002 规则集标识 | GP-003 整场游戏配置 | GP-004 牌组配置 | GP-005 换三张配置 | GP-006 定缺配置 | GP-007 基本动作配置 | GP-008 多人响应优先级 | GP-009 胡牌权限配置 | GP-010 牌墙与终止配置 | GP-011 番型目录 | GP-012 番型关系 | GP-013 番数和封顶配置 | GP-014 自摸结算配置 | GP-015 杠分配置 | GP-016 呼叫转移配置 | GP-017 查花猪配置 | GP-018 查大叫配置 | GP-019 退税配置 | GP-020 庄家配置 | GP-021 信息可见性配置 | GP-022 时间控制配置 | GP-023 AI玩家基础档案 | GP-024 记忆与学习配置 | GP-025 人类化行为配置 | GP-026 有限认知配置 | GP-027 收益与比赛目标配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-005,不可变 PlayerView 状态载体,状态管理,34,GP-021 信息可见性配置,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-006,策略侧认知运行态初始化与归档,状态管理,33,NONE,RP-001 本局标识 | RP-002 座位与庄家状态 | RP-003 当前比分与本局目标 | RP-004 初始手牌 | RP-005 换三张状态 | RP-006 四家定缺状态 | RP-007 当前手牌 | RP-008 公开组合状态 | RP-009 弃牌历史 | RP-010 可见牌统计 | RP-011 牌墙与轮次状态 | RP-012 存活玩家与胡牌状态 | RP-013 当前事件 | RP-014 合法行动与响应窗口 | RP-015 过胡与权限状态 | RP-016 手牌结构状态 | RP-017 当前做牌计划 | RP-018 听牌与活牌状态 | RP-019 对手推测状态 | RP-020 威胁与安全状态 | RP-021 剩余机会状态 | RP-022 牌局阶段 | RP-023 候选行动集合 | RP-024 当前注意力状态 | RP-025 当前记忆状态 | RP-026 当前搜索状态 | RP-027 本次操作剩余时间 | RP-028 当前人格与情绪修正 | RP-029 行动历史与决策记录 | RP-030 本局计分事件 | RP-031 终局公开信息 | RP-032 本局结算结果 | RP-033 跨局学习输出,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
STATE-007,存档 schema 持久化与迁移,状态管理,1,GP-001 规则版本,NONE,"GP/RP group reference; leaf fields are defined in parameter_registry.csv; RP is runtime/read-only, not a settings control."
