parameter_id,leaf_path,scope,default_value,data_type,range_enum_or_formula,effect_step_category,permission,implementation_status,consumer_unit_ids,authoritative_source,notes
GP-024,players[1].cognitive_parameters.GP-024.forget_rate,seat_s1,0.12,number,记忆结构体；初始记忆强度0—1；遗忘率0—1；事件显著度0—1；跨局历史长度0—10000局；隐藏信息学习开关固定为`false`。,认知记忆与跨局学习,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-024,players[1].cognitive_parameters.GP-024.salience_boost,seat_s1,0.35,number,记忆结构体；初始记忆强度0—1；遗忘率0—1；事件显著度0—1；跨局历史长度0—10000局；隐藏信息学习开关固定为`false`。,认知记忆与跨局学习,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-024,players[1].cognitive_parameters.GP-024.cross_round_history,seat_s1,8,integer,记忆结构体；初始记忆强度0—1；遗忘率0—1；事件显著度0—1；跨局历史长度0—10000局；隐藏信息学习开关固定为`false`。,认知记忆与跨局学习,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-024,players[1].cognitive_parameters.GP-024.learn_hidden_information,seat_s1,false,boolean,记忆结构体；初始记忆强度0—1；遗忘率0—1；事件显著度0—1；跨局历史长度0—10000局；隐藏信息学习开关固定为`false`。,认知记忆与跨局学习,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-025,players[1].cognitive_parameters.GP-025.emotional_stability,seat_s1,0.7,number,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,候选评价与人类化选择,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-025,players[1].cognitive_parameters.GP-025.habit_strength,seat_s1,0.55,number,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,候选评价与人类化选择,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-025,players[1].cognitive_parameters.GP-025.max_error_probability,seat_s1,0.04,number,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,候选评价与人类化选择,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-025,players[1].cognitive_parameters.GP-025.near_equal_randomness,seat_s1,0.08,number,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,候选评价与人类化选择,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-025,players[1].cognitive_parameters.GP-025.random_seed,seat_s1,1,integer,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,候选评价与人类化选择,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.min_candidates,seat_s1,3,integer,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.max_candidates,seat_s1,8,integer,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.search_depth,seat_s1,2,integer,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.attention_capacity,seat_s1,12,integer,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.satisfaction_threshold,seat_s1,0.72,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.research_threshold,seat_s1,0.35,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.decision_weights.speed,seat_s1,0.35,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.decision_weights.hand_value,seat_s1,0.25,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.decision_weights.defense,seat_s1,0.25,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-026,players[1].cognitive_parameters.GP-026.decision_weights.flexibility,seat_s1,0.15,number,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,有限注意、搜索与思考节奏,ADVANCED,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.weights.round_score,seat_s1,0.35,number,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.weights.match_score,seat_s1,0.25,number,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.weights.rank,seat_s1,0.15,number,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.weights.risk,seat_s1,0.15,number,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.weights.stability,seat_s1,0.1,number,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.target_rank,seat_s1,1,integer,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.lead_gap,seat_s1,16,integer,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-027,players[1].cognitive_parameters.GP-027.trail_gap,seat_s1,16,integer,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",比分、名次与整场效用,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,逐座认知配置真实叶字段；组内联动约束同样适用。
GP-023,players[2].profile.name,seat_s2,"""normal_balanced_2""",string,非空字符串,玩家初始化与人格策略,EDITABLE,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-012|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-007|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,default.json + PlayerProfile.from_dict,逐座 AI 基础档案字段。
