unit_id,unit_name,category,task17_status,primary_completion_path,gap_spec,gap_code,gap_direct_test,gap_branch_test,gap_integration,gap_runtime,gap_trace,gap_boundary,gap_reproducibility,gap_model_data,gap_performance,gap_atomicity,code_refs,test_refs,runtime_refs,rule_refs,spec_refs,dependencies,estimated_complexity,recommended_batch,recommended_action,audit_exit_criteria,notes
HEUR-021,有限推演与满意停止,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/legal.py::action_in_legal|engine/legal.py::legal_actions|engine/legal.py::legal_discards|players/humanlike/candidates.py::CandidateSet|players/humanlike/candidates.py::build_candidates|players/humanlike/candidates.py::stable_action_key|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_mandatory_hu_survives_candidate_cap|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_stable_action_key_is_explicit|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/test_analysis.py::test_an03_strategy_best_min_shanten,,AU-042 人类化决策规则：第 7—14 章 / 14. 有限认知；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-073 程序实现规范：第 0—10 章 / 9. AI 决策管线,03-unit-specs/human_heuristic_specs.md,ALGO-006|ALGO-007|HEUR-019,MEDIUM,B3-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-022,人格、水平与情绪状态消费,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/config.py::HumanlikeConfig|players/humanlike/config.py::_validate_global_parameters|players/humanlike/config.py::load_config|players/humanlike/traceability.py::ParameterTrace|players/humanlike/traceability.py::_gp_consumer|players/humanlike/traceability.py::_rp_consumer,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_config.py::test_default_has_all_gp_profiles_and_stable_hash|tests/humanlike_v2/test_config.py::test_hash_ignores_json_format_and_key_order|tests/humanlike_v2/test_config.py::test_invalid_range_fails|tests/humanlike_v2/test_config.py::test_missing_gp_fails|tests/humanlike_v2/test_config.py::test_non_normalized_weights_fail|tests/humanlike_v2/test_config.py::test_unknown_version_fails,,AU-020 人类化决策规则：第 7—14 章 / 7.11 玩家风格/水平；AU-041 人类化决策规则：第 7—14 章 / 13. 玩家模型,03-unit-specs/human_heuristic_specs.md,STATE-006|STATE-010,MEDIUM,B3-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-023,有界近似选择与人类失误,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/legal.py::action_in_legal|engine/legal.py::legal_actions|engine/legal.py::legal_discards|players/humanlike/candidates.py::CandidateSet|players/humanlike/candidates.py::build_candidates|players/humanlike/candidates.py::stable_action_key|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/cognition.py::update_memory|players/humanlike/plan.py::PlanSnapshot|players/humanlike/plan.py::choose_plan|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_mandatory_hu_survives_candidate_cap|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_stable_action_key_is_explicit|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/test_analysis.py::test_an03_strategy_best_min_shanten,,AU-038 人类化决策规则：第 7—14 章 / 10.7–10.13 人类表现；AU-042 人类化决策规则：第 7—14 章 / 14. 有限认知；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-073 程序实现规范：第 0—10 章 / 9. AI 决策管线,03-unit-specs/human_heuristic_specs.md,ALGO-006|ALGO-007|ALGO-008|HEUR-022,MEDIUM,B3-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
MODEL-001,逐对手归一化方向/牌型假设,MODEL,INTEGRATED,PATH-EXTERNAL-DATA,false,false,false,true,false,false,false,true,false,true,false,false,players/humanlike/belief.py:build_public_belief→model_001_rule_baseline,tests/spec_v3/test_model_001.py,task15_evidence/pilot_runtime.jsonl;43-decision replay,AU-007 人类化决策规则：第 0—6 章 / 3. 独立对手模型；AU-016 人类化决策规则：第 7—14 章 / 7.3 逐家方向；AU-050 人类化决策规则：第 15—18 章与参数 / 18. 概率约束；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-075 程序实现规范：第 0—10 章 / 10.2–10.5 信念/风险,03-unit-specs/probabilistic_model_specs.md,ALGO-003|HEUR-020|STATE-005,HIGH,B4-DATA-MODEL001,保持现有安全fallback/框架；建设隔离数据发布、训练/校准或外部评价证据，不阻断B1-B3,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过；另需≥10000有效样本冻结发布、隔离label zone、分组防泄漏切分及Brier/log loss/15-bin ECE/CI通过,缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
MODEL-002,逐对手听牌/等待/损失风险模型,MODEL,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,true,true,false,players/analysis/danger.py::danger_map_for_tiles|players/analysis/danger.py::rate_discard_danger|players/analysis/opponent_model.py::estimate_opponents|players/humanlike/belief.py::PublicBelief|players/humanlike/belief.py::build_public_belief|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively|players/humanlike/view.py::DecisionContext|players/humanlike/view.py::build_decision_context|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build|protocols/player_view_builder.py::build_legacy_dict|protocols/player_view_v2.py::PlayerViewV2|protocols/player_view_v2.py::freeze_mapping|protocols/player_view_v2.py::thaw|training/env.py::ChengduMahjongEnv|training/env.py::reset|training/env.py::step,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_deterministic_policy.py::test_context_rejects_wrong_view_version_and_seat|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_public_belief_uses_only_visible_counts|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_training_contract_v2.py::test_illegal_raise_preserves_state_and_terminate_penalizes|tests/humanlike_v2/test_training_contract_v2.py::test_v1_integer_semantics_remain_legal_list_index|tests/humanlike_v2/test_training_contract_v2.py::test_v2_fixed_index_and_shaping_off|tests/humanlike_v2/test_training_contract_v2.py::test_v2_observation_shapes_and_no_hidden_fields|tests/humanlike_v2/test_training_contract_v2.py::test_v2_shaping_is_separate_from_true_score|tests/test_discard_recommend.py::test_strategy_ranks_include_ukeire_tiles|tests/test_env.py::test_e01_reset_returns_obs_with_legals|tests/test_env.py::test_e03_illegal_action_raises|tests/test_env.py::test_e04_same_game_id_dealt_hands|tests/test_f0011_integrated.py::test_build_f0010_context_and_rank|tests/test_f0011_integrated.py::test_fan_proxy_and_baseline_compat,,AU-037 人类化决策规则：第 7—14 章 / 10.6 防守风险；AU-050 人类化决策规则：第 15—18 章与参数 / 18. 概率约束；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-075 程序实现规范：第 0—10 章 / 10.2–10.5 信念/风险,03-unit-specs/probabilistic_model_specs.md,MODEL-001|ALGO-003|ALGO-004,HIGH,B4-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
MODEL-003,仅公开信息的跨局对手画像学习,MODEL,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,true,true,false,engine/audit.py::DecisionAuditWriter|engine/audit.py::record_decision|engine/audit.py::verify_audit|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/cognition.py::update_memory|players/humanlike/config.py::HumanlikeConfig|players/humanlike/config.py::_validate_global_parameters|players/humanlike/config.py::load_config|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::create_round|players/humanlike/traceability.py::ParameterTrace|players/humanlike/traceability.py::_gp_consumer|players/humanlike/traceability.py::_rp_consumer,tests/humanlike_v2/test_audit_replay.py::test_runner_audit_verifies_and_policy_replays|tests/humanlike_v2/test_audit_replay.py::test_tampering_and_truncation_are_detected|tests/humanlike_v2/test_audit_replay.py::test_writer_rejects_opponent_hand_leak_and_illegal_action|tests/humanlike_v2/test_audit_replay.py::test_writer_verifier_and_footer_contract|tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_config.py::test_default_has_all_gp_profiles_and_stable_hash|tests/humanlike_v2/test_config.py::test_hash_ignores_json_format_and_key_order|tests/humanlike_v2/test_config.py::test_invalid_range_fails|tests/humanlike_v2/test_config.py::test_missing_gp_fails|tests/humanlike_v2/test_config.py::test_non_normalized_weights_fail|tests/humanlike_v2/test_config.py::test_unknown_version_fails|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults,,AU-003 人类化决策规则：第 0—6 章 / 1. 游戏开始；AU-041 人类化决策规则：第 7—14 章 / 13. 玩家模型；AU-047 人类化决策规则：第 15—18 章与参数 / 17. RP-033 学习输出,03-unit-specs/probabilistic_model_specs.md,HEUR-020|STATE-008|RULE-016,HIGH,B4-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
MODEL-004,可训练策略输入输出契约,MODEL,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,true,true,false,training/action_codec_v2.py::decode_action|training/action_codec_v2.py::encode_action|training/action_codec_v2.py::legal_action_mask,tests/humanlike_v2/test_training_contract_v2.py::test_codec_is_fixed_unique_and_roundtrips|tests/humanlike_v2/test_training_contract_v2.py::test_codec_rejects_mixed_exchange_and_mask_is_exact,,AU-077 程序实现规范：第 11—19 章 / 11.1 训练模式,03-unit-specs/probabilistic_model_specs.md,TRAIN-002|TRAIN-003,HIGH,B4-A2,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
MODEL-005,训练模型产物版本、冻结和评估生命周期,MODEL,PARTIAL,PATH-EXTERNAL-DATA,false,true,true,true,true,true,true,true,true,true,true,false,training/action_codec_v2.py::decode_action|training/action_codec_v2.py::encode_action|training/action_codec_v2.py::legal_action_mask,tests/humanlike_v2/test_training_contract_v2.py::test_codec_is_fixed_unique_and_roundtrips|tests/humanlike_v2/test_training_contract_v2.py::test_codec_rejects_mixed_exchange_and_mask_is_exact,,实现规范 §11.1、§18.3,03-unit-specs/probabilistic_model_specs.md,MODEL-004|TRAIN-008|AUDIT-011,HIGH,B4-B,保持现有安全fallback/框架；建设隔离数据发布、训练/校准或外部评价证据，不阻断B1-B3,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
STATE-001,Match 配置冻结、玩家装配与整场控制,STATE,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/orchestrator.py::PlayerGameRunner|engine/orchestrator.py::_play_seat_action|engine/orchestrator.py::run|engine/session.py::GameSession|engine/session.py::apply|engine/session.py::play_random_game|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/cognition.py::update_memory|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::create_round,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_humanlike_player_integration.py::test_humanlike_self_play_has_no_policy_crash_or_full_state_channel|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_humanlike_player_integration.py::test_same_game_produces_same_decision_histories|tests/test_blood_battle.py::test_b10_random_games_terminate|tests/test_blood_battle.py::test_b11_more_random|tests/test_blood_battle.py::test_session_wrapper|tests/test_session_scores.py::test_second_hand_starts_from_previous_totals|tests/test_session_scores.py::test_starting_scores_applied_at_run_start,,AU-003 人类化决策规则：第 0—6 章 / 1. 游戏开始；AU-055 程序实现规范：第 0—10 章 / 3.1 Match Controller,03-unit-specs/deterministic_rule_state_specs.md,ALGO-009|ALGO-011|STATE-010,MEDIUM,B1-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
STATE-002,权威 RoundState 存储与授权访问,STATE,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/state.py::GameState|engine/state.py::PlayerState|engine/state.py::from_dict|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_v2.py::PlayerViewV2|protocols/player_view_v2.py::freeze_mapping|protocols/player_view_v2.py::thaw|training/oracle.py::TrainingTruth|training/oracle.py::build_training_truth,tests/humanlike_v2/test_player_view_v2.py::test_oracle_is_separate_and_production_modules_do_not_import_it|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/humanlike_v2/test_state_v5_migration.py::test_bad_legacy_state_fails_instead_of_guessing|tests/humanlike_v2/test_state_v5_migration.py::test_legacy_migration_is_deterministic_and_non_mutating|tests/test_exchange_dingque.py::test_t12_v1_dealt_readable|tests/test_reward.py::test_rw02_rank_bonus|tests/test_state_serde.py::test_strict_rejects_bad_hand_sizes|tests/test_state_serde.py::test_t08_dict_roundtrip|tests/test_state_serde.py::test_unsupported_schema_version,,AU-057 程序实现规范：第 0—10 章 / 3.3 State Store；AU-070 程序实现规范：第 0—10 章 / 6. Round/Player/View 状态,03-unit-specs/deterministic_rule_state_specs.md,STATE-004|STATE-011,LOW,B2-A1,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
STATE-003,PlayerRoundState 手牌、副露、定缺与过胡状态,STATE,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/invariants.py::assert_event_boundary|engine/invariants.py::ownership_regions|engine/shanten.py::shanten|engine/win_check.py::WinCheckResult|engine/win_check.py::WinForm|players/humanlike/hand_analyzer.py::HandFeatures|players/humanlike/hand_analyzer.py::analyze_action|players/humanlike/hand_analyzer.py::visible_hand|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_v2.py::PlayerViewV2|protocols/player_view_v2.py::freeze_mapping|protocols/player_view_v2.py::thaw,tests/humanlike_v2/test_invariants.py::test_duplicate_ownership_reports_structured_failure|tests/humanlike_v2/test_invariants.py::test_ready_state_owns_every_physical_tile_once|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/test_shanten.py::test_s01_tenpai_shanten_0|tests/test_shanten.py::test_s02_winning_standard_shanten_neg1|tests/test_shanten.py::test_s03_seven_pairs_tenpai|tests/test_shanten.py::test_s04_dingque_raises_shanten|tests/test_win_fan.py::test_w01_standard_win|tests/test_win_fan.py::test_w02_seven_pairs,,AU-066 程序实现规范：第 0—10 章 / 4.3 手牌与组合；AU-070 程序实现规范：第 0—10 章 / 6. Round/Player/View 状态,03-unit-specs/deterministic_rule_state_specs.md,STATE-002|ALGO-001,MEDIUM,B2-A1,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
STATE-004,CONFIGURED→SETTLED 状态机,STATE,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/blood_battle.py::active_seats|engine/blood_battle.py::next_active|engine/orchestrator.py::PlayerGameRunner|engine/orchestrator.py::_play_seat_action|engine/orchestrator.py::run|engine/session.py::GameSession|engine/session.py::apply|engine/session.py::play_random_game|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round,tests/humanlike_v2/test_humanlike_player_integration.py::test_humanlike_self_play_has_no_policy_crash_or_full_state_channel|tests/humanlike_v2/test_humanlike_player_integration.py::test_same_game_produces_same_decision_histories|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/test_blood_battle.py::test_b10_random_games_terminate|tests/test_blood_battle.py::test_b11_more_random|tests/test_blood_battle.py::test_session_wrapper|tests/test_session_scores.py::test_second_hand_starts_from_previous_totals|tests/test_session_scores.py::test_starting_scores_applied_at_run_start,,AU-043 人类化决策规则：第 15—18 章与参数 / 15. 总体流程；AU-071 程序实现规范：第 0—10 章 / 7. 状态机/事件,03-unit-specs/deterministic_rule_state_specs.md,STATE-001,HIGH,B1-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范RoundPhase与原有小写phase/编排耦合不等价，需单一权威状态机；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
