unit_id,unit_name,source_parameter_requirement,specific_parameter_id_found,concrete_current_behavior_difference,r1_decision,reason
HEUR-020,有界记忆衰减与强化,"### 1. 输入特征 公开token、strength、age、salience、capacity。每项必须携带来源、缺失mask与版本。 ### 2. 特征范围 连续特征默认[0,1]，修正量[-1,1]；离散计数受牌局上限，时间为[0,deadline_ms]。越界、NaN、Inf拒绝，未知值不得伪装0。 ### 4. 基线评分公式 s'=clamp(s×(1-forget)^Δ+boost×salience,0,1)。固定顺序Decimal计算，ROUND_HALF_EVEN至1e-8；同分按stable_candidate_key。此公式是默认实现，不是唯一正确答案。",,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
HEUR-021,有限推演与满意停止,"### 1. 输入特征 候选Q、预算、深度、阈值、mandatory。每项必须携带来源、缺失mask与版本。 ### 2. 特征范围 连续特征默认[0,1]，修正量[-1,1]；离散计数受牌局上限，时间为[0,deadline_ms]。越界、NaN、Inf拒绝，未知值不得伪装0。 ### 4. 基线评分公式 稳定次序检查；best≥threshold且已查≥min即停，否则至预算。固定顺序Decimal计算，ROUND_HALF_EVEN至1e-8；同分按stable_candidate_key。此公式是默认实现，不是唯一正确答案。",,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
HEUR-022,人格、水平与情绪状态消费,"### 1. 输入特征 profile、level、情绪、疲劳、阶段。每项必须携带来源、缺失mask与版本。 ### 2. 特征范围 连续特征默认[0,1]，修正量[-1,1]；离散计数受牌局上限，时间为[0,deadline_ms]。越界、NaN、Inf拒绝，未知值不得伪装0。 ### 4. 基线评分公式 modifier=clamp(profile×level_factor+emotion,-1,1)。固定顺序Decimal计算，ROUND_HALF_EVEN至1e-8；同分按stable_candidate_key。此公式是默认实现，不是唯一正确答案。",,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
HEUR-023,有界近似选择与人类失误,"### 1. 输入特征 已查合法候选Q、near阈值、error_rate、命名seed、mandatory。每项必须携带来源、缺失mask与版本。 ### 2. 特征范围 连续特征默认[0,1]，修正量[-1,1]；离散计数受牌局上限，时间为[0,deadline_ms]。越界、NaN、Inf拒绝，未知值不得伪装0。 ### 4. 基线评分公式 近优集Qbest-Qa≤δ；有界噪声选择，mandatory优先。固定顺序Decimal计算，ROUND_HALF_EVEN至1e-8；同分按stable_candidate_key。此公式是默认实现，不是唯一正确答案。",,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
MODEL-002,逐对手听牌/等待/损失风险模型,### 1. 预测目标 预测每个对手听牌概率、每个可弃牌面成为其等待牌的条件概率、条件损失及综合点炮风险。 ### 2. 预测单位 单个决策事件 × 对手 × 候选弃牌面；听牌概率按对手级，等待/风险按牌面级。 ### 4. 禁止输入 对手隐藏手牌、精确墙序、实际等待牌、未来胡牌结果、oracle损失、标签列或由其直接计算的特征。。线上入口必须执行字段白名单与递归泄漏扫描；发现即拒绝，不允许仅忽略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
MODEL-003,仅公开信息的跨局对手画像学习,### 1. 预测目标 学习对手公开可观察风格以及下一局动作类别分布改善；不重建隐藏手牌。 ### 2. 预测单位 对手 × 已完成局/整场；输出下一局profile。 ### 4. 禁止输入 任何局的隐藏手牌/墙序、训练标签回填到历史特征、跨玩家身份明文、正式测试集统计、未来局事件。。线上入口必须执行字段白名单与递归泄漏扫描；发现即拒绝，不允许仅忽略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
MODEL-004,可训练策略输入输出契约,### 1. 预测目标 在legal mask内预测候选动作概率分布和状态价值；可用合规真人动作做行为克隆。 ### 2. 预测单位 一次玩家决策请求；动作概率按固定action codec槽位。 ### 4. 禁止输入 对手隐藏手牌、墙序、oracle、未来奖励、未掩码非法动作、训练标签拼入observation、评估集身份或统计。。线上入口必须执行字段白名单与递归泄漏扫描；发现即拒绝，不允许仅忽略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-001,Match 配置冻结、玩家装配与整场控制,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-001 行及其 AU/章节锚点为准；参数：GP-001～GP-027、RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-002,权威 RoundState 存储与授权访问,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-002 行及其 AU/章节锚点为准；参数：RP-001～RP-023、RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-003,PlayerRoundState 手牌、副露、定缺与过胡状态,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-003 行及其 AU/章节锚点为准；参数：GP-011～GP-020、RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-004,CONFIGURED→SETTLED 状态机,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-004 行及其 AU/章节锚点为准；参数：GP-001～GP-027、RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-006,策略侧认知运行态初始化与归档,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-006 行及其 AU/章节锚点为准；参数：RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-007,存档 schema 持久化与迁移,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-007 行及其 AU/章节锚点为准；参数：GP-001。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-008,跨局比分、认知和 episode 状态继承,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-008 行及其 AU/章节锚点为准；参数：GP-001～GP-027、RP-024～RP-032。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-009,决策请求上下文与生命周期,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-009 行及其 AU/章节锚点为准；参数：创建唯一request_id并冻结seat/phase/view/legal/version/deadline→置pending→接收一次结果→校验request/seat/version/legal→提交resolved或转STATE-012→归档。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-010,GP/RP/Profile 注册与生命周期,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-010 行及其 AU/章节锚点为准；参数：GP-001～GP-027、RP-001～RP-033。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-011,牌墙构建、洗牌与初始发牌,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-011 行及其 AU/章节锚点为准；参数：无直接登记。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
STATE-012,策略超时、崩溃与合法默认动作回退,### 6. 来源规则与参数 来源以锁定目录 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 STATE-012 行及其 AU/章节锚点为准；参数：GP-024～GP-026、RP-024～RP-029。歧义必须新增决策记录，不静默推断。 ### 10. 内部状态 生命周期字段至少含 `version`、`phase/status`、`owner`、`created_event`、`updated_event`；具体领域字段见输入输出与流程。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
SCORE-002,自摸、点炮与抢杠胡计分,### 1. 输入向量和字段含义 win_type；winners1..3；payer(s)；fan0..64；base1..1e6；active_set。区间均闭区间，枚举外值非法；来源锚点继承 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 SCORE-002 行。 ### 2. 数据类型、最小值和最大值 必须使用上述固定宽度整数、Decimal、稳定枚举和canonical集合；未另注的计数最小0，最大受108实体牌、27牌面、4玩家和int64约束。禁止NaN、±Inf、隐式截断和int64溢出。 ### 4. 基线公式及与规范差异 基线同P公式、自摸active支付、点炮多赢家；未独立标抢杠reason，封顶顺序待SCORE-005 规范公式是目标契约；基线只用于兼容和差距审计，必须分别记录formula_version与baseline_version。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
SCORE-003,明/暗/补杠与呼叫转移计分,### 1. 输入向量和字段含义 kind明/暗/补；gang/source seat；active_set；base/multipliers；related_hu_event。区间均闭区间，枚举外值非法；来源锚点继承 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 SCORE-003 行。 ### 2. 数据类型、最小值和最大值 必须使用上述固定宽度整数、Decimal、稳定枚举和canonical集合；未另注的计数最小0，最大受108实体牌、27牌面、4玩家和int64约束。禁止NaN、±Inf、隐式截断和int64溢出。 ### 4. 基线公式及与规范差异 基线明2base单付、暗2base多付、补1base多付；未实现呼叫转移；未知kind不得静默空 规范公式是目标契约；基线只用于兼容和差距审计，必须分别记录formula_version与baseline_version。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
SCORE-004,花猪、查大叫与退税终局调整,### 1. 输入向量和字段含义 end_state；花猪/听口/max_fan集合；gang_ledger；rules；base。区间均闭区间，枚举外值非法；来源锚点继承 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 SCORE-004 行。 ### 2. 数据类型、最小值和最大值 必须使用上述固定宽度整数、Decimal、稳定枚举和canonical集合；未另注的计数最小0，最大受108实体牌、27牌面、4玩家和int64约束。禁止NaN、±Inf、隐式截断和int64溢出。 ### 4. 基线公式及与规范差异 基线花猪同式；查叫仅base×mult简化且不搜最大番；未实现退税。三者分开审计 规范公式是目标契约；基线只用于兼容和差距审计，必须分别记录formula_version与baseline_version。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
SCORE-005,封顶、互斥和转移结算顺序,### 1. 输入向量和字段含义 raw fan/components/transfers；cap0..64；互斥策略；settlement_order；links。区间均闭区间，枚举外值非法；来源锚点继承 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 SCORE-005 行。 ### 2. 数据类型、最小值和最大值 必须使用上述固定宽度整数、Decimal、稳定枚举和canonical集合；未另注的计数最小0，最大受108实体牌、27牌面、4玩家和int64约束。禁止NaN、±Inf、隐式截断和int64溢出。 ### 4. 基线公式及与规范差异 基线apply_fan_cap已做cap≤0不限；即时入账，未统一全层、转移和退税编排 规范公式是目标契约；基线只用于兼容和差距审计，必须分别记录formula_version与baseline_version。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
SCORE-006,单局总分、整场累计与排名,### 1. 输入向量和字段含义 round_ledger；starting/prior scores int64[N]；round_index；tie/early_end policy。区间均闭区间，枚举外值非法；来源锚点继承 [locked_unit_catalog.md](../02-unit-catalog/locked_unit_catalog.md) 的 SCORE-006 行。 ### 2. 数据类型、最小值和最大值 必须使用上述固定宽度整数、Decimal、稳定枚举和canonical集合；未另注的计数最小0，最大受108实体牌、27牌面、4玩家和int64约束。禁止NaN、±Inf、隐式截断和int64溢出。 ### 4. 基线公式及与规范差异 基线session有累计与UI；需审计起分重复累计、并列及提前终止；UI ledger非权威证据 规范公式是目标契约；基线只用于兼容和差距审计，必须分别记录formula_version与baseline_version。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-001,复用生产规则的训练包装,### 1. Episode边界 CONFIGURED开始；单局至SETTLED，多局至设定局数/提前终止。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元必须原生支持两种模式。 ### 4. 动作空间 生产legal Action。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-002,Observation v2 编码,### 1. Episode边界 继承环境episode，不创建/终止episode。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 不处理动作。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-004,非法训练动作处理契约,### 1. Episode边界 非法动作发生于step边界；按mode决定是否终止episode。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 输入任意action_id；合法时透传，非法时raise/terminate/penalty。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-005,真实得分与可见势能奖励契约,### 1. Episode边界 每生产transition产生分量；episode结束汇总但不重复入账。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 奖励不改变动作空间。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-006,单 learner reset/step/mask/clone/restore,### 1. Episode边界 reset创建单局或多局episode；terminated规则终局，truncated仅外部预算。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元必须原生支持两种模式。 ### 4. 动作空间 learner action_id。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-007,多玩家 ActionMap 与自博弈调度,### 1. Episode边界 联合episode同规则局/整场边界；轮到/响应座才需动作。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 每座独立mask。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-008,离线 BC 与回放 RL 数据消费,### 1. Episode边界 trajectory按episode边界存；batch不得跨序列边界而丢done。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 action_id必须mask=1；否则样本隔离。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
TRAIN-009,房规、profile 与行为域随机化,### 1. Episode边界 仅reset安全边界采样；episode内冻结。episode_id、match_id、game_id、round_index和终止原因必须稳定记录；规则终止为terminated，时间/资源预算为truncated，二者不可混淆。 ### 2. 多局和单局模式 single_round：reset创建一局，SETTLED后结束。multi_round：共享冻结match配置与累计分，逐局派生game_id，直到round_limit、规则提前终止或外部truncation。本单元继承该边界并在记录中保留mode。 ### 4. 动作空间 动作空间随规则但codec固定。统一固定codec；策略提交action_id，不得提交绕过codec的引擎对象。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-001,全原子规则事件日志,### 1. 单元ID与名称 AUDIT-001 — 全原子规则事件日志；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 每个权威原子事件恰一条；公开载荷遵循RULE-016，私有牌只存受控引用。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-002,AI 决策解释日志,### 1. 单元ID与名称 AUDIT-002 — AI决策解释日志；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 每次策略决策恰一条，候选裁剪/修正/扰动/回退可重建，truth不进解释输入。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-004,同配置/seed/事件的确定性回放,### 1. 单元ID与名称 AUDIT-004 — 同配置/seed/事件的确定性回放；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 从初始快照重放相同事件；比较canonical hashes并在首个差异停止。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-005,每事件强制不变量执行,### 1. 单元ID与名称 AUDIT-005 — 每事件强制不变量执行；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 固定次序检查牌张守恒→phase/actor→legal→活动座→view隔离→账本零和→版本单调。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-006,直接规则与接口测试证据门禁,### 1. 单元ID与名称 AUDIT-006 — 直接规则与接口测试证据门禁；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 测试名不计证据；必须解析/人工复核断言正文与目标断言的直接关系，记录EV等级。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-007,属性式生成、缩减与不变量证据,### 1. 单元ID与名称 AUDIT-007 — 属性式生成、缩减与不变量证据；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 合法生成→事件序列→AUDIT-005；失败按固定shrink顺序缩减并保留seed/replay。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-008,锁定来源逐章 golden-case 对照,### 1. 单元ID与名称 AUDIT-008 — 锁定来源逐章golden-case对照；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 每条来源至少映射一个单元断言和正/边界/反例；治理条款可N/A-with-approval。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-009,工程与行为回归指标,### 1. 单元ID与名称 AUDIT-009 — 工程与行为回归指标；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 按预注册分母计算合法/复现/性能/风格/收益；工程硬门禁与行为软指标分开。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-010,来源→参数→实现→测试全链追踪,### 1. 单元ID与名称 AUDIT-010 — 来源→参数→实现→测试全链追踪；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 source→clause→parameter→unit→assertion→module/symbol→test→run evidence全链，每节点版本化。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
AUDIT-011,版本、迁移与发布物完整性,### 1. 单元ID与名称 AUDIT-011 — 版本、迁移与发布物完整性；类型：日志审计；规格状态：Approved；实现验收：Not Evaluated。来源、GP/RP和依赖以锁定目录对应行唯一为准。 ### 2. 审计目标 依次版本一致→迁移→测试证据→模型兼容→artifact hash/signature→tag；任一失败拒绝。本单元产生证据或门禁结果，不改变被审计的权威游戏状态、策略选择或真实分数。 ### 4. 明确不负责 不实现房规、算法、启发式、模型或训练逻辑；不把类名、接口、占位函数、测试名称或文件存在当作行为通过证据；不让审计truth回流策略。,,,DELETE_SEM_PARAMETER,原行仅引用参数范围并泛称接入，未证明任一具体参数未生效、错误生效或未绑定生产入口；不构成SEM业务差异
