parameter_id,parameter_name,scope,data_type_and_range,lifecycle_or_update,visibility,authoritative_source,source_section,source_sha256,consumer_unit_ids,boundary_test_ids,authority_note
GP-024,记忆与学习配置,match_global,记忆结构体；初始记忆强度0—1；遗忘率0—1；事件显著度0—1；跨局历史长度0—10000局；隐藏信息学习开关固定为`false`。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-001-B01|T-HEUR-003-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-015-B01|T-HEUR-017-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-001-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01|T-STATE-012-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-025,人类化行为配置,match_global,人类化结构体；情绪稳定度、习惯强度、失误概率上限、近似随机强度均为0—1；随机种子为0—\(2^{64}-1\)的整数；相同种子和相同输入必须可复现。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-001-B01|T-HEUR-003-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-015-B01|T-HEUR-017-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-001-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01|T-STATE-012-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-026,有限认知配置,match_global,认知结构体；最大候选数1—14；最小候选数1—最大候选数；搜索深度0—8层；注意力容量1—64项；满意停止阈值0—1；重新搜索阈值0—1；决策权重各为0—1且总和必须为1。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-015|HEUR-017|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010|STATE-012,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-001-B01|T-HEUR-003-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-015-B01|T-HEUR-017-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-001-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01|T-STATE-012-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-027,收益与比赛目标配置,match_global,"目标结构体；单局收益、整场收益、排名、风险和稳定性权重各为0—1且总和为1；目标名次1—4；领先或落后触发分差0—1,000,000,000。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-004|HEUR-005|HEUR-008|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-008-B01|T-HEUR-015-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-001-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-001,本局标识,round_dynamic,"结构体；`round_index`为1—[GP-003](#gp-003)总局数；事件序号0—1,000,000；开局时\(round\_index=previous\_round+1\)，\(t=0\)；每处理一个原子事件后\(t\leftarrow t+1\)。",开局创建,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-002|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-002-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-002,座位与庄家状态,round_dynamic,玩家编号0—3；活动顺序长度1—4；初始座位由[GP-020](#gp-020)产生。玩家\(p\)胡牌后，\(Active_t=Active_{t-1}\setminus\{p\}\)，下一玩家为当前顺序中下一名仍在\(Active_t\)的玩家。,开局创建，胡牌后更新轮转,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-002|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-002-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-003,当前比分与本局目标,round_dynamic,"四人整数分数；单项-1,000,000,000—1,000,000,000；目标强度0—1；\(Score_t(p)=\operatorname{clip}(Score_{t-1}(p)+\Delta_t(p),-10^9,10^9)\)。分差\(Gap_t(p,q)=Score_t(p)-Score_t(q)\)。求稳或追分强度由分差、剩余局数和[GP-027](#gp-027)目标归一化到0—1。",开局创建，计分事件后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-002|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-002|HEUR-004|HEUR-005|HEUR-007|HEUR-014|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-003|RULE-004|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-002-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-002-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-014-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-003-B01|T-RULE-004-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-004,初始手牌,round_dynamic,"27维整数向量；各维0—4；总张数庄家14、闲家13；\(H_0(x)=DealCount(x)\)，并满足\(\sum_xH_0(x)\in\{13,14\}\)。初始结构由[RP-016](#rp-016)的结构函数计算。",发牌后固定记录,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-002|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-002|HEUR-004|HEUR-005|HEUR-007|HEUR-014|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-002-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-002-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-014-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-005,换三张状态,round_dynamic,换出、换入各3张；方向枚举；\(H_{after}(x)=H_{before}(x)-Out(x)+In(x)\)，其中\(\sum_xOut(x)=\sum_xIn(x)=3\)，且换出牌满足[GP-005](#gp-005)的同花色约束。,换牌阶段更新后固定,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-002|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-002|HEUR-004|HEUR-005|HEUR-007|HEUR-014|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-002-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-002-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-007-B01|T-HEUR-014-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-006,四家定缺状态,round_dynamic,四个花色枚举；清缺概率0—1；自己清缺为确定布尔值；自己的缺门剩余数\(M_t=\sum_{x\in missingSuit}H_t(x)\)，自己清缺状态\(Cleared_t=I(M_t=0)\)。对手清缺状态只能依据公开弃牌形成置信度，不得使用其隐藏手牌。,定缺后固定，清缺进度动态更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-007,当前手牌,round_dynamic,27维整数向量；各维0—4；手牌总数依动作合法变化；\(H_t=H_{t-1}+Draw_t-Discard_t-RemoveToMeld_t\)。碰牌、明杠、暗杠和补杠分别按规则从手牌移入公开或隐藏组合；杠后补牌作为新的\(Draw_t\)事件处理。,摸牌、出牌、碰杠后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-008,公开组合状态,round_dynamic,每名玩家公开组合0—4组；类型枚举；\(Melds_t(p)=Melds_{t-1}(p)\cup NewMeld_t(p)\)。补杠时将对应碰组状态由`peng`替换为`bu_gang`，不得同时保留两个重复组。,任一玩家碰杠后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-009,弃牌历史,round_dynamic,"事件列表；长度0—108加杠后动作扩展；\(Discards_t=Discards_{t-1}\mathbin{\Vert}(p,x,t,source,time)\)，其中不可见字段按[GP-021](#gp-021)置为空，而不是填入服务器真实值。",每次出牌后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-010,可见牌统计,round_dynamic,27维整数向量；各维0—4；\(V_t(x)=H_t(x)+D_t(x)+OpenMeld_t(x)+PublicHu_t(x)+PublicGang_t(x)\)，重复展示的同一实体牌只计一次。未见上界\(U_t(x)=4-V_t(x)\)。,公开牌变化后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
RP-011,牌墙与轮次状态,round_dynamic,"牌墙余量0—108；轮次0—1,000,000；估计上下界0—108；精确可见时\(W_t=W_{t-1}-DrawCount_t\)。不可见时维护区间：\(W_t^{min}=W_{t-1}^{min}-MaxDraw_t\)，\(W_t^{max}=W_{t-1}^{max}-MinDraw_t\)，并限制在0—108。",每次摸牌、杠后补牌后更新,权威状态；仅经GP-021和PlayerView白名单按座位/阶段投影,成都麻将AI人类化决策规则_v1.md,§17.3+§18.4,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-013|HEUR-004|HEUR-005|HEUR-006|HEUR-007|HEUR-015|HEUR-016|HEUR-018|HEUR-019|HEUR-020|HEUR-021|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-005|STATE-001|STATE-002|STATE-003|STATE-004|STATE-005|STATE-006|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-013-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-006-B01|T-HEUR-007-B01|T-HEUR-015-B01|T-HEUR-016-B01|T-HEUR-018-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-005-B01|T-STATE-001-B01|T-STATE-002-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-006-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
