path,git_status,classification,source_task,related_units,approval_or_audit_reference,evidence_manifest_reference,sha256,byte_size,include_in_checkpoint,reason,risk,owner_decision_required
.venv-macos/lib/python3.12/site-packages/cv2/samples/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,723496e6fa36a0ca48587c0ffb7218e215a394a513cfc81dd4c5fba4b38258aa,324,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/segmentation/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,8f028150245a5e11c033715dce92ee1ae7067cd2d6c56bb90837cb3a991c6a7e,1739,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/typing/__init__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b1ec187c2184b1d985ae9e7fba7e5e9e26d93413cecea0be09db8b33d51ec52c,4306,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/utils/__init__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7eec381871ce5ecc7129cf8069d00438a42afc8d46af81b7c8c951bc06d33f7d,330,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/utils/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4418493dce5c92e1f48e5947db22057378a6147d9f2aacd7877cf020ac6e4068,3633,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/utils/fs/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,96ed9c2b50db77bc114ce4e3bbf915542bd4e26341e6fe61495a41c525d7bc98,87,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/utils/logging/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0f629af3199ba4e28d785e9d92ef7d284e5433d38a8039d878953c811d6c9d3b,505,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/utils/nested/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9f6277692c42d8cacf29a29be22818fdde3d96ebae42a5bb03f613c7a799cfd4,573,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/version.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e718587212508acdcb296839c287c7fa346edb621005ffb199c26397592544ed,91,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/cv2/videoio_registry/__init__.pyi,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,79fe2ea6d5ee4e4019557c2cc8d49cf9786cfa126583a3b601c9a8624cc4c7cd,962,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/distutils-precedence.pth,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2638ce9e2500e572a5e0de7faed6661eb569d1b696fcba07b0dd223da5f5d224,151,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/INSTALLER,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,4,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/METADATA,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,40d773f84e4e112f495bbf4f1be9cbd2d456c0aeb6ef5311f75d1bf322f2165b,2526,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/RECORD,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,35ac7262caa2981ee781f2072c5052a0f729d4a59929e1dcf444b1e4fa3a6036,1087,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/WHEEL,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,ff309ddcdd65ebd02bc724dbf2bcc4a0ff53a5b61792a44548d383e4ebb19d3b,91,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/licenses/LICENSE,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3409fa91f7ace557894632676656e32264fe5ef7581535725dc9a23774551bd4,1098,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig-2.3.0.dist-info/top_level.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,eca7ccd1fba07654e88fd516ede9ca5e4d876002d00fca878b22ad8e14b380df,10,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig/__init__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5cbe5ea94623e26b2400ea2b6798df4408a726f2734c8f9f271a4fe317d7b5ac,7497,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig/_parse.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e6770197b30042268f367a51aecf45478b7a1ba0e480e52ce39f0e63fd42476f,5223,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig/_version.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,28d1587be56d76ded9fa81f297c8e60c043da97a0234c0045e2823e814754142,704,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig/exceptions.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9a2a50fda3310fd0af4af156375a135d8e10b919ca00c6757f7b027668c34d4d,399,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/iniconfig/py.typed,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/INSTALLER,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,4,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/LICENSE,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,47082ab2bc0184123ec9f10fdf80c70723ee68f07d44382e17615c2a6ba70b09,1113,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/METADATA,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,321ee1b38831a66b79a26b5b041b7f80c0b08929ad3abf2ea23df877455126af,12161,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/RECORD,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e24fed9479b2f5891b54e743b2e01dff2fa7abf677cf1740a6107dfec7209a50,3111,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/WHEEL,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,89896fe5f5f7e7b3d0c914f6a3ab70d5b37e61c2851472aa07f2f01cee703fe8,110,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/entry_points.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4c78aeabc8e4a7590dfc1cd23f1db612ee98a5e1f55a7acf37cedee0582c25b1,144,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/top_level.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e34849f2959f5e8f91f33b7ccfd8c5eca4bd9222f3126b8b9df155821d14524c,9,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib-1.16.4.dist-info/zip-safe,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/MachO.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,8e66d47c2c06a4c301eb01620b3f58706b7ec6d257dcd8429681f012878dc755,16657,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/MachOGraph.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4d1fb9c47ad503f5e56a914644dda12d500df0dd0714396ba41c63ca3b2bddc6,4569,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/MachOStandalone.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d6c98d767ac0b6a040abfd2dd6bd882623467825c53c5d8924c15aad406a66bb,6207,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/SymbolTable.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,cd3beb1889fe685303bc5ae5d79bfff9e03d4b155faec041f4406f243bd04233,3139,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/__init__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9a8ccc2503107251cd8673977caec4b190ab9e46a132c64eda8c364ed288dd98,157,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/__main__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,65bc0e71edc8934df832b5f28be02c5346f817f367ed71e0ddefefd17350c4b2,1879,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/_cmdline.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0431dda9f00984db9cc9818954ed5dbceb975f0f56d1fb71f5a843911412fb7f,1131,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/dyld.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2008eaf44ef8b3f5b4885571f278563f01774e65e6262aa2190bea39fdfb25b1,6567,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/dylib.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a89fa75a5fd3ed2e060de29e945f7f918d8217700ee4a14736b0d116e312f8f9,969,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/framework.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,408bddcc8577e00b4243617142dd62ec5cf6791927b610b3b7cc832e95e6f2be,1125,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/itergraphreport.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7a9ca3bb0d98e247fa87fedc4a4a9b0d4438d186226c8d162b12fe48fa4e6958,1886,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/mach_o.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,1fbcc60794d9bbd63cb192243eff01b462e4720cc74c37c71fba06795ad22ca8,46809,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/macho_dump.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,051043c70521d8e2dd06065d9e1387ce3893e8946eabe3b23da779fb8bfda621,1428,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/macho_find.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9a439daee7ef15ade5923c4b4e4296d2ac0cd7d7ccf7f6b98ca07356774fff61,394,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/macho_standalone.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d81bad4c2d82fc16a4438b316ed9483e53b0014d42ee79a0833cee090b6f9fde,738,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/ptypes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a1ad2d444d84eb2e2c206bc96d11e4c86104dedd5005a7b6db2a76d0d5e4195a,8465,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/macholib/util.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a1c94bb7f1bcf515d70aa94d2c25759fecad3b72247852e3e986a362e1737dd4,7120,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/INSTALLER,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,4,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/METADATA,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,92b8a17dabd301fb52b5da91f467d97b8a545ba48af6d79d7f1536de511032a9,86609,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/RECORD,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,c41fa2cbad2b5c4ef7231ee25c791d83b55195fec9538712ca56b762c23a5842,153005,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/REQUESTED,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/WHEEL,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,6817aa0690528ed612ba60679c2b7f6461b9960a53fe99fd3c53109350517e9f,109,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/entry_points.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a753d079e72a448183b60d8b9ead0dd98eecded4fed653aadea16d1e16926ab1,395,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/licenses/LICENSE-RUNTIME.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,20ff0ae581adf436a7b06e50e67a6c8913aec1ea4e60dba138d0a0bee7ee520c,2649,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/licenses/LICENSE.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0d96a4ff68ad6d4b6f1f30f713b18d5184912ba8dd389f86aa7710db079abcb0,34523,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/licenses/NOTICE.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b6ba5212864ec9f98842220e01b2485a2ebeb8eafa192b016b36032355c8a98d,283,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka-4.1.3.dist-info/top_level.txt,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4d1adf2b1498ba46e8d72cd319fc321fbc15ce10e92a5c10b0b8e122bd79caa6,7,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Builtins.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bca12f6627d70e91373f4eeaf3844a2c99a0ec5a14263589c144bc1250af9562,8673,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/BytecodeCaching.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,32de58dde94051ec9644d3a1b74e3f4921cf40f49efdca01c540a1585b212af4,6462,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Bytecodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bf00f45f42f58b415672668fa44dd0feb64533a1b3f50f8fc47aa8a49d3807af,4388,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/CacheCleanup.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b9c39e99b6901a4a81ad8ee335677143b4ab1147fa8bf51a76d0e3a60dc27618,2172,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Constants.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5292ffbcdd240a8ec4ebc6605927e07d2553e09db3351e4caf64a59ca904f990,11642,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Errors.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,58775b91b8f3b972a48d1f3cab68d7c30c7516c76d336e909b9e083d462f0f68,2981,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/HardImportRegistry.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bae522a5230b6ee80309326e4dff2a8273bb5a414fb5d7198949ee152bf153d1,13345,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/MainControl.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,27905d3116db94844096540016f483403907b7daecebde678bf398ba79bc631b,47135,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/ModuleRegistry.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f72537c772cb5d0473b8c44fca82046192aa0f0517d9317eacee42a8a9c78b7f,11084,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/OutputDirectories.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a10e04d538feb7baa27ad61026bf7d998aaf1c7d18c755b33da87ab64197684a,8988,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/PostProcessing.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3f9738cdab68406ea1f12199eb04e0f572d1f4fde136c1ca923b78411384ce52,19947,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Progress.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,e636370baf808d7a5a1bfdc684b7bb776bbdfe02f47fabde6059827e6a4ba9c3,20914,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/PythonFlavors.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,2fb52dc53d7402994e25ce76b43cdb7f2b44ac2f307a6aff5253e80ffc429d63,14715,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/PythonOperators.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,84827cac778f07c0a92fc2c75d0b6cb81c8925db9da5c203f47edc2067fa9d90,9265,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/PythonVersions.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a1f2f38d5b1f55d1b63f9308c986df1ae85e67f2bf38b69c79ebad0c64340d12,20824,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Serialization.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,12a8b381dcd36d1822260f537048a0bcc588910d0ecd3210b9fd3ffc0eab8590,10886,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/SourceCodeReferences.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3ceccbdd6128d880f159a7e852c128b1ad93c47fe18427540e9cadd63f9858e0,4891,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/States.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7634372c683fa6b7fbb00d0a5a70e9c1120c211b6add7af96655907068d896c7,1919,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Tracing.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,bff1185723d6b0fea52a2dcbfb32f96016cbbb3e46e2976f34fef9d7304199a1,20986,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/TreeXML.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,417f7b51f97909cb667cf6da76e5268a5310cc529216a396ada103df92d47363,4218,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Variables.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,7f14b4507a956fb2a075a4e132d0de0ff3b823619a7254a320a2fafe69caf42b,18473,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/Version.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,3409228022fa0a81865c0affc0bb6d023fa06d339a86c89b7790ea85da80750f,2666,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/__init__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,5dfd19c64878d1c40f1142a8945916e2e848516fef6adbd4ee17f0bbdcdf15d5,1033,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/__main__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,4f0856f5e81789efa22b0f77b8192c3a535d464c7ac92e3131dc5798b4d590e1,10843,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/__past__.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,04e7f8db14bf8baba2f6ce4691b449b3090bdefbe0826c03157fb4c3850f8f6b,6410,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/AsyncgenCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,1e60e69e8dda2850c56a6269c6efba97beefda2d13de61de468a3c14269a6e59,6610,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/AttributeCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d2322a69625e321f0c2fb1357c778d9a0e0d5732a3283ff83af44fd970856def,11124,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/BinaryOperationHelperDefinitions.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,0679fb4370c0b44abf13cd632efa6e9d26e87e3b11d132dbf2c9815ce6ebd476,25278,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/BranchCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,fa5062a0a1342eb91f506ee6a27b8f4819486a8c1c7cd7d4d3d5556c813694ad,2538,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/BuiltinCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d01f449c0cbb25ef6bee9e2d4d77bebbb7c7e921a1b713527fa443b5ace6bcb5,17556,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CallCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,897e4c1dd0985c5f7fd949067ac391ea7930b57cf2631ff57eaa3d8a4d3d5d74,39245,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/ClassCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,40ef739008867d6b967a4c47ce5355b2341ae56b3fbb0245ecd89820894b32a2,6971,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CodeGeneration.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,81a6531a9dab60b2957f8a2a859a482df3ca7bc54c8cee802e6b8c52175aed9c,56248,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CodeHelperSelection.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,9494eb0ff10648dc72d3182a0677fb9bacc2f5307c5796173e1b346b82fd9f47,2592,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CodeHelpers.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f6b60de01ca919e6460e6050a2a5507dbbaaea21eb4fc83c84b64a7b3b226904,14592,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CodeObjectCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,b94c5acff384009d1d50cddeb3cecfcbdde2ce47f6e36c9d92410391a555280d,5827,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/ComparisonCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,d3f6452baf80a07ad396341e1417601991987859352d8a9b5a5c4868b14d4a4f,18430,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/ComparisonHelperDefinitions.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,59d3c764f94caae495fdd3ef405b5d7b69f06d1607cdda39c57ffaaf0a7b607b,5470,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/ConditionalCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,f54aa7a004d8a742fbbef625b266ed2c98393abee51a71d1dff2b944c1409246,7450,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/ConstantCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,c6b7965afe7eb0938b0684cb30f58945e35e75ab7065df71a994e10ed755ba57,8581,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/Contexts.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,a797d1de7dd67844d65c816c7f0ab2a91ffa57ced5623c8920be43a1a6db3af1,36140,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CoroutineCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,67b85f67e44be3ab23cf889981ab69740c311066ac4eb5625f244823900e83de,8702,false,Virtual environment/cache/local binary,HIGH,false
.venv-macos/lib/python3.12/site-packages/nuitka/code_generation/CtypesCodes.py,??,EXCLUDE_ENVIRONMENT,LOCAL_ENV,,,,605443cbb5d2f117c8b01cab33765f1dcdc155a0c923677caef03bf7c549760f,1775,false,Virtual environment/cache/local binary,HIGH,false
