path,git_status,classification,source_task,related_units,approval_or_audit_reference,evidence_manifest_reference,sha256,byte_size,include_in_checkpoint,reason,risk,owner_decision_required,resolved_classification,resolved_related_units,resolved_include,resolution_reason,remaining_decision
docs/spec-v3/plans/task18_next_batch_design_gate.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,9a6c3e92971749d737c7c788c89a8e793e9dcda0c40397e1a31b7b13c6cebf48,4349,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/plans/task18_next_batch_selection.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,0e754be16e60c690bdda311f5b2225634f6d7b038a1f4661130252ddd23a4387,2765,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/plans/task18_next_batch_units.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,fb460ddce7d60601311ff9489abf73648ea7cd647d552238aee86148c1a9afc6,5704,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/plans/task18_post_b1b_dependency_graph.json,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,79b60214781f3c7e3875e4d94b089ef9e10b0a7cb8b4d84b7f6aaa309b2870dd,16719,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/plans/task18_post_b1b_queue.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,c819d047b446fcbcd71ba4b08d75858da1425c0d627425cf8d9d93aba4fcc736,17060,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,2a1c71bf19d6b308138d7a66ac1c562f251c9241dca47ce0a6eb4a3c6f9711fc,9904,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/B1-A_acceptance_audit_matrix.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,7bdc459529883f4077e32ecc3ba06847a77010ee8053d5240d7d7ddb6ffe3f00,12580,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/B1-A_implementation_audit.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,99113c2218515b497cc197c2150a22081260a5fbe49f50adf2f317c0814d4ac9,4123,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/MODEL-001_formal_dataset_acceptance.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,268d2c71a72df93152ba38a0dc25383fdb1b5a1fb876414f42ff0a830385d903,892,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_MODEL001_BASELINE,MODEL-001,true,MODEL-001 engineering/data-gate baseline,false
docs/spec-v3/reports/MODEL-001_generator_preimplementation_gate.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,0432dc940a02177150d94898601cd53ac1c14d7f1dd4cf94f1bd07d4f75af0fe,1152,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_MODEL001_BASELINE,MODEL-001,true,MODEL-001 engineering/data-gate baseline,false
docs/spec-v3/reports/MODEL-001_simulation_training_calibration_report.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,cd1dea9daa7994fbdbf2bb666a5708e6e15ba02ff9c0fbf3729513d40edd0af0,1248,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_MODEL001_BASELINE,MODEL-001,true,MODEL-001 engineering/data-gate baseline,false
docs/spec-v3/reports/MODEL-001_smoke_data_quality_review.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,d7ba5d9571eb177b44b8e36a8acb910cc47ca1c748aa971d07602c2efbae49f4,856,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_MODEL001_BASELINE,MODEL-001,true,MODEL-001 engineering/data-gate baseline,false
docs/spec-v3/reports/task15_branch_coverage.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,0adf2a0197aabd049204b3773db99e0f45bd79d6e837aac864866f0854acff7a,987,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_entry_gate.json,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,20d6df9971660d39576817da9a0968034404116db1adf26d3eca25396d7d8641,1188,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_evidence/fixed_seed_replay_comparison.json,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,f541cad1f66df94fc03a6d4e17b5a7e643e6298988013c3a53fc6f7a01027ef2,859,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_evidence/run_a/task15-fixed-seed-game.json,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,20f35b15c48cd48f5f65c26ba10ed1666261236cfefc2267cea97cf18fa9cce1,13626,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_evidence/run_b/task15-fixed-seed-game.json,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,308d4af30a0d1eb360997bfc5726f9ff728a32549372ee61173a702424fa0562,13626,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_full_junit.xml,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,6e14af267d79e9e9df7518dd454cad6784049aaf62fd495437fd0c945e52c6be,40530,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_pilot_findings.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,220a6ff71df2f83935560094da643527069cd986dba036e5e4c6368b8194b199,3528,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_pilot_review.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,6ee1426ea3719fd7d011944d89f2c565bb6f9e885dcf02d2975f3020abbe2917,3937,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task15_targeted_junit.xml,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,a67ac295cdf8cfabf7237e5c4ef1226e202c5e3743f6b6866df739c65773dc7a,1900,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task16_contract_junit.xml,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,39a64e1ed33ced042a86d5ed8bf9e313acc624b14377119e0ea06bbde2104611,2492,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task16_full_junit.xml,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,8ad8a57d0758ec6aa9a67e6eeba98b0923943ac6932db6a7d704930d4d2da2b5,42780,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK15-17,true,Task 15-17 verification provenance,false
docs/spec-v3/reports/task18_b1b_implementation_report.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,5623d2a35da3e610debb1743e20645a273f227c5400949209b7d05bfae19a9eb,1422,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/task18_current_test_baseline.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,126f80d772c5c8f7f88abc1f42297f965888541e741cccc68a1f5b921ebd5f46,795,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/task18_planning_report.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,33a96d8aa93d94fb280a6b5c7ad7ec62f5759a9f972e8e511bcfda783399da06,5519,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/reports/task18_tasks_1_5_execution_gate.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,1dfd86e72bc035f03ec5b1b44dda34c9736febfad40e85a81362b6d2165776ee,2881,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/first_batch_acceptance_matrix.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,aa114330b386eaacdb6268cd2ca0f1b02fc4e39b14a221288c9d55820c6dfc35,19872,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/first_batch_implementation_design.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,1f625e92930f335a3ffa2acdc08e82f467fa04051d77e3d1d15e6042531c619f,2591,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/interface_change_proposals.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,c68ddde22a4cc1a07b3ae1a01c709c11ec3c9b5fa8be96fc65826a736ba218de,1133,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/misclassification_report.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,8d007fd3c337fe1c4ce5ebeb0a02fe14be3d8206d3f59b88e0b0e9cce9795943,561,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/reviews/task18b_83_parameter_recheck.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,050d0180143cdb65829c6079a394bfe43b5dd7d1e3fbef1df30accbdcb799c9a,67002,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/semantic_completion_matrix.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,3d58afa6ae0c5648daa8e70c4710eb96e095d872ddc929c25ffec6e2f0cc2ce3,1097008,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/semantic_completion_summary.md,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,882ced5cc5db7d77d5c1fe9adf3f92f792682dd7cba8cbdff1f5bbd3beb37b77,3600,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/semantic_delta_catalog.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,b56e2eb7f9b8ea56ad2386873d0dd0e6c63198a9df54a8f48690c82f75c66aa0,2689036,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/task18b_r1_effective_delta_catalog.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,828c118a35ab746a6ef9cbc9a0e35b444d81ffccf395cd3b0bfe52b228cec06d,29387,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
docs/spec-v3/semantic-completion/task18b_r1_supersession_map.csv,??,REQUIRES_OWNER_DECISION,TASK15-19/MODEL001,,,,778091e8eb43ec38f454d6bba408f912ef11cb908952680333c4946f26c724c9,11463,false,Spec-v3 artifact exists but is not uniquely attributable to audited B1-A/B1-B or approved B2-A1,MEDIUM,true,INCLUDE_REQUIRED_PROJECT_HISTORY,TASK18_HISTORY,true,"Task 18/B1-A/B1-B semantic, audit, evidence, status, or queue provenance",false
engine/rng_v2.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,623c0e0e9b653add7bf15052a790be2ff15e7b45b8c6a0679cab35fb66b9101f,5025,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_PRODUCTION_BASELINE,ALGO-011,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
players/humanlike/config_v2.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,7450691363c33b012d5d0aaf43d45829caa91294db6aa36c53080e25aa4a22fc,7111,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_PRODUCTION_BASELINE,ALGO-009,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
players/humanlike/parameter_registry_v2.json,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,b1b0f4a7f1426e234133be9e1cc021e42c02aabcb359fc40407cc8f3d2638ef1,39303,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_PRODUCTION_BASELINE,STATE-010|ALGO-009,true,B1-A parameter registry runtime dependency,false
players/humanlike/state010.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,373b0b7ba604394050d9a1f9d7b3bac012d803b6d110e1d121683f8c62df95b7,7080,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_PRODUCTION_BASELINE,STATE-010,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
tests/contracts/test_common_contracts.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,c3ec226332d86852f765e9e396c24fb6439094a6ced7da93ec66c9cd3cc9b442,3193,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,CONTRACTS,true,Contract regression suite required to reproduce audited baseline,false
tests/contracts/test_decision_contracts.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,fe1c1a2a30b3d58b6fa8de81a144981754cd0a69af3ac019de9b4afdba068bcc,1737,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,CONTRACTS,true,Contract regression suite required to reproduce audited baseline,false
tests/contracts/test_fixture_and_visibility_contracts.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,4d3f29fb8539ec3631cdd53e81143785f9dc317284e4cee91038ed8ab6b83a13,2132,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,CONTRACTS,true,Contract regression suite required to reproduce audited baseline,false
tests/contracts/test_versioning_contract.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,6ff2bb53fb311d383095d83dcf26d00624961fc6dc14469f4310352d7a3e002e,797,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,CONTRACTS,true,Contract regression suite required to reproduce audited baseline,false
tests/spec_v3/test_algo_001.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,90d233f388296509e0f2ae0ee1c50961eca1a7c633eaad2b76e969dd9592580a,1220,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,ALGO-001,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_algo_010.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,4f09728ac9c11ef9d36fac53625d780ab0922510dd794bc3b329eead063c2026,675,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,ALGO-010,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_audit_003.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,db7520413c3beb636e415ae9470d919daa081e6a137f10cd80c9e2659cd0f302,1029,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,AUDIT-003,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_b1a_algo009.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,4d8705a845a25feff1096c93de716f361679c169a9783c95d6f239eacb3c00d0,4160,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,ALGO-009,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
tests/spec_v3/test_b1a_algo011.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,d626d5945e4cd1374df91fc5182ceaefc16c9554f9320391cf107c7ad7a980cb,6013,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,ALGO-011,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
tests/spec_v3/test_b1a_state010.py,??,REQUIRES_AUDIT_RECHECK,B1-A,STATE-010|ALGO-009|ALGO-011,docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,,f046ffc9d5a5febbe2913610a971c2944bdaed4acc917c8a91e7a7c690ecd57f,3450,false,B1-A trace references file but no full per-file audit hash is available,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,STATE-010,true,"Scoped B1-A re-audit passed: approved E5 symbol/test attribution, two deterministic direct-test runs, current full SHA-256 captured in supplemental manifest",false
tests/spec_v3/test_heur_019.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,ec3fe0db220ad3ba78bfd197ab2b4ef9fd658139922938b9d4d5d9ff5f638c21,1144,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,HEUR-019,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_model_001.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,2b11df1c0bd5e97e0a65745cc8a2e193a56f89ff8d415113c29ca998d6c342b7,1190,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_MODEL001_BASELINE,MODEL-001,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_rule_003.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,103b27454710791d43e97004f1117e4041daaceda5bf1f6ddbe17b4af6214e0b,1704,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,RULE-003,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_rule_016.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,1188a59616208e74122ca03b7e056147d355619fd39fb01a801cd14c7b118dd3,544,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,RULE-016,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_score_001.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,3ba9f4ab6ad284647a48498132bcad39b98001abb3778ecad2d7ec0ae802d1cc,1451,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,SCORE-001,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_state_001.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,8b81968887b8e75dbd004fe1b2a19dfeb699272d7a56e8b3787e1f7a85946b49,3058,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,STATE-001,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_state_004.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,c927a39ea460a6b339433fa61d5c043c3f173d7c5f95b092042fc1761ea79e35,2591,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,STATE-004,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_state_005.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,07070ff58bbaa2609c687f66626115f0d09da6f53c3ea35b0573c824e7e964d1,516,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,STATE-005,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_state_011.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,9c3358c0eb58689ece5b8cda99ae111b3a6a7123a14d522c99f94922f441a50b,2421,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,STATE-011,true,Direct collected test for current audited/integrated unit baseline,false
tests/spec_v3/test_train_003.py,??,REQUIRES_OWNER_DECISION,MULTI_TASK_CODE,,,,2a0f3b21655f719a0146e4e9bc69bfb4d8231478a0bc5b10a1bd1c04ce5c1e5c,1358,false,Business/test code has no unique full-hash audit attribution in available manifests,HIGH,true,INCLUDE_REQUIRED_TEST_BASELINE,TRAIN-003,true,Direct collected test for current audited/integrated unit baseline,false
