path,classification,sha256,byte_size,source_task,related_units,evidence_reference,generated_at,included_in_checkpoint
docs/spec-v3/plans/development_batches_v3.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,d7dba0a253f3c726d8d93c50c626f9f995c400498db272086188b86e0d721e5c,22008,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/development_batches_v3.md,INCLUDE_REQUIRED_PROJECT_HISTORY,11460512279b20ed96f98acffc2941ceef67ac3cd4ff2b47a21bd0de906730c8,5035,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/model001_data_track.md,INCLUDE_REQUIRED_MODEL001_BASELINE,d5103257f296b338aab63b7190813b9142812e52d7262ede6a0b6f940a83387a,1811,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_execution_authorization.json,INCLUDE_REQUIRED_PROJECT_HISTORY,9f4e47fd60df9f2c9e4ecdea92fa92742ff9aa9464a509d46a972b007332ca8e,668,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_execution_queue.json,INCLUDE_REQUIRED_PROJECT_HISTORY,01aa25f4b2c79c919ee69d10c0736021f6d49015ba3a2dc045e3355065a0070e,25661,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_execution_queue_current.json,INCLUDE_REQUIRED_PROJECT_HISTORY,40095bf54c222c656050d6838c4c6b288e631f3ba0262591f24d278eb9979813,28384,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_execution_queue_current.md,INCLUDE_REQUIRED_PROJECT_HISTORY,4ea4a20ca90a95284b0fd4ee2340c2fde5892cc93823f94f42818b9af32aa1b6,1178,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_gap_classification.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,2596720d73d68d2765fbd742d807d97428802e778f973c96e688163740e27130,216864,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_next_batch_design_gate.md,INCLUDE_REQUIRED_PROJECT_HISTORY,9a6c3e92971749d737c7c788c89a8e793e9dcda0c40397e1a31b7b13c6cebf48,4349,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_next_batch_selection.md,INCLUDE_REQUIRED_PROJECT_HISTORY,0e754be16e60c690bdda311f5b2225634f6d7b038a1f4661130252ddd23a4387,2765,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_next_batch_units.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,fb460ddce7d60601311ff9489abf73648ea7cd647d552238aee86148c1a9afc6,5704,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_post_b1b_dependency_graph.json,INCLUDE_REQUIRED_PROJECT_HISTORY,79b60214781f3c7e3875e4d94b089ef9e10b0a7cb8b4d84b7f6aaa309b2870dd,16719,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/task18_post_b1b_queue.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,c819d047b446fcbcd71ba4b08d75858da1425c0d627425cf8d9d93aba4fcc736,17060,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/B1-A_E5_trace_matrix.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,2a1c71bf19d6b308138d7a66ac1c562f251c9241dca47ce0a6eb4a3c6f9711fc,9904,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/B1-A_acceptance_audit_matrix.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,7bdc459529883f4077e32ecc3ba06847a77010ee8053d5240d7d7ddb6ffe3f00,12580,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/B1-A_implementation_audit.md,INCLUDE_REQUIRED_PROJECT_HISTORY,99113c2218515b497cc197c2150a22081260a5fbe49f50adf2f317c0814d4ac9,4123,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/MODEL-001_formal_dataset_acceptance.md,INCLUDE_REQUIRED_MODEL001_BASELINE,268d2c71a72df93152ba38a0dc25383fdb1b5a1fb876414f42ff0a830385d903,892,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/MODEL-001_generator_preimplementation_gate.md,INCLUDE_REQUIRED_MODEL001_BASELINE,0432dc940a02177150d94898601cd53ac1c14d7f1dd4cf94f1bd07d4f75af0fe,1152,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/MODEL-001_simulation_training_calibration_report.md,INCLUDE_REQUIRED_MODEL001_BASELINE,cd1dea9daa7994fbdbf2bb666a5708e6e15ba02ff9c0fbf3729513d40edd0af0,1248,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/MODEL-001_smoke_data_quality_review.md,INCLUDE_REQUIRED_MODEL001_BASELINE,d7ba5d9571eb177b44b8e36a8acb910cc47ca1c748aa971d07602c2efbae49f4,856,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_branch_coverage.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,0adf2a0197aabd049204b3773db99e0f45bd79d6e837aac864866f0854acff7a,987,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_entry_gate.json,INCLUDE_REQUIRED_PROJECT_HISTORY,20d6df9971660d39576817da9a0968034404116db1adf26d3eca25396d7d8641,1188,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_evidence/fixed_seed_replay_comparison.json,INCLUDE_REQUIRED_PROJECT_HISTORY,f541cad1f66df94fc03a6d4e17b5a7e643e6298988013c3a53fc6f7a01027ef2,859,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_evidence/run_a/task15-fixed-seed-game.json,INCLUDE_REQUIRED_PROJECT_HISTORY,20f35b15c48cd48f5f65c26ba10ed1666261236cfefc2267cea97cf18fa9cce1,13626,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_evidence/run_b/task15-fixed-seed-game.json,INCLUDE_REQUIRED_PROJECT_HISTORY,308d4af30a0d1eb360997bfc5726f9ff728a32549372ee61173a702424fa0562,13626,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_full_junit.xml,INCLUDE_REQUIRED_PROJECT_HISTORY,6e14af267d79e9e9df7518dd454cad6784049aaf62fd495437fd0c945e52c6be,40530,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_pilot_findings.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,220a6ff71df2f83935560094da643527069cd986dba036e5e4c6368b8194b199,3528,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_pilot_review.md,INCLUDE_REQUIRED_PROJECT_HISTORY,6ee1426ea3719fd7d011944d89f2c565bb6f9e885dcf02d2975f3020abbe2917,3937,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task15_targeted_junit.xml,INCLUDE_REQUIRED_PROJECT_HISTORY,a67ac295cdf8cfabf7237e5c4ef1226e202c5e3743f6b6866df739c65773dc7a,1900,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task16_contract_junit.xml,INCLUDE_REQUIRED_PROJECT_HISTORY,39a64e1ed33ced042a86d5ed8bf9e313acc624b14377119e0ea06bbde2104611,2492,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task16_full_junit.xml,INCLUDE_REQUIRED_PROJECT_HISTORY,8ad8a57d0758ec6aa9a67e6eeba98b0923943ac6932db6a7d704930d4d2da2b5,42780,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task18_b1b_implementation_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,5623d2a35da3e610debb1743e20645a273f227c5400949209b7d05bfae19a9eb,1422,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task18_current_test_baseline.md,INCLUDE_REQUIRED_PROJECT_HISTORY,126f80d772c5c8f7f88abc1f42297f965888541e741cccc68a1f5b921ebd5f46,795,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task18_planning_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,33a96d8aa93d94fb280a6b5c7ad7ec62f5759a9f972e8e511bcfda783399da06,5519,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/reports/task18_tasks_1_5_execution_gate.md,INCLUDE_REQUIRED_PROJECT_HISTORY,1dfd86e72bc035f03ec5b1b44dda34c9736febfad40e85a81362b6d2165776ee,2881,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/first_batch_acceptance_matrix.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,aa114330b386eaacdb6268cd2ca0f1b02fc4e39b14a221288c9d55820c6dfc35,19872,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/first_batch_implementation_design.md,INCLUDE_REQUIRED_PROJECT_HISTORY,1f625e92930f335a3ffa2acdc08e82f467fa04051d77e3d1d15e6042531c619f,2591,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/interface_change_proposals.md,INCLUDE_REQUIRED_PROJECT_HISTORY,c68ddde22a4cc1a07b3ae1a01c709c11ec3c9b5fa8be96fc65826a736ba218de,1133,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/misclassification_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,8d007fd3c337fe1c4ce5ebeb0a02fe14be3d8206d3f59b88e0b0e9cce9795943,561,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_R3_readiness_matrix.csv,INCLUDE_APPROVED_DESIGN,546804d4afecc5179d8c0037b31ac092711f3ddcc8faf647334b302b208d2cf4,611,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_R3_readiness_review.md,INCLUDE_APPROVED_DESIGN,91009cea31b8cfd17c742ce717fcec318718362cd277a28ab155847a10c737ad,2640,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_R4_final_gate_review.md,INCLUDE_APPROVED_DESIGN,86691b31ee1cdbaf96a2181ce60f9aeb1985a4c284fcb2823630895eb1e5890f,1023,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_contract_v2_acceptance_rebinding.csv,INCLUDE_APPROVED_DESIGN,bc6d2c7d7bc0cc4c9d785418ee8434dabf0f2daca06d29c361846ca596b82b38,12013,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_design_review.md,INCLUDE_APPROVED_DESIGN,88378ab3cd9fe9e56438ffa47acf7bc789e0aaa9dc2e506b7baaa9c1a0409660,14318,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_evidence_deltas.csv,INCLUDE_APPROVED_DESIGN,628c10b4e4cbd2562b856eac829c25360c0fd418c705e70f0261bf2c8f49dec7,2409,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_interface_impact.csv,INCLUDE_APPROVED_DESIGN,d63251c4e7ad0026513923843f5b260b95619d7c1f7a10c00a5a0e5b178ae262,4050,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_seed_visibility_matrix.csv,INCLUDE_APPROVED_DESIGN,1bf17a63c97001e9fa7fb1c8fcdcf134837a09aedec5a35bcdbc910f313fb920,1308,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_semantic_deltas.csv,INCLUDE_APPROVED_DESIGN,ae01493a665bb075eeeba11c9986b58a8173cdeb47d37988dc61d505f27e5aca,16756,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-A_test_deltas.csv,INCLUDE_APPROVED_DESIGN,412f4a2f92235ea451370eb08462419f89bef75f69a24e17694e25603488e799,3050,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_acceptance_matrix.csv,INCLUDE_APPROVED_DESIGN,93a41c367d2004075b5bbecc45bebabcf93bb155cf9c2b86cb75be7dcc34d1ee,11144,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_approval_form.md,INCLUDE_APPROVED_DESIGN,36b1279c49ec06f9cc4b4a895b578ee0a9d8e49636261f94308a7f2536996712,923,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_design_review.md,INCLUDE_APPROVED_DESIGN,cc697da10b021fa188f7f256d705b491ad7bc1311a450ee55643b631131dabe0,6594,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_evidence_deltas.csv,INCLUDE_APPROVED_DESIGN,63c289695cb3ae75c8de96bfff5e506e0ace475be3bdff5252146c8564b50300,3765,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_interface_impact.csv,INCLUDE_APPROVED_DESIGN,82435426af04e781036d596379842f617d8bb1cf21e684b0f8dcd9259f977f0b,2458,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_semantic_deltas.csv,INCLUDE_APPROVED_DESIGN,52b15845931480dfe176faf680f1d9d36c06e8a13b5383d90694df083914d672,17599,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B1-B_test_deltas.csv,INCLUDE_APPROVED_DESIGN,f5ef5e81dcecd43e286f358bb26b91315e72765818794344a649d2586ca52487,5386,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_acceptance_matrix.csv,INCLUDE_APPROVED_DESIGN,00392a0118aca81a37bee34541a2f73054bdf3ded8a34bed50a1ab0bbd162b81,16037,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,INCLUDE_APPROVED_DESIGN,027f2847d124a27a97f168256ff77e96c66b2ec1cd44ca33a66fb841b772e4e3,969,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_decision_matrix.csv,INCLUDE_APPROVED_DESIGN,baad944eb99ff77168c65da8882d177cd8e5c097643dde953b52a8aff079204d,5365,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_decision_pack.md,INCLUDE_APPROVED_DESIGN,730825a65f444b5e708ccdbe4d136786e0d62b511a9db5a298cb2030a6d7c48a,1497,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_dependency_and_call_chain.md,INCLUDE_APPROVED_DESIGN,8457b14dd0168367b865c6439ac08365b01268bc3a329483ceab547f91bd514c,1459,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_design_review.md,INCLUDE_APPROVED_DESIGN,6581cf76f7892652610137ea2d9dcdf5d4efca928399cf329078a7dd3c211cfc,8541,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_evidence_deltas.csv,INCLUDE_APPROVED_DESIGN,cf041d7ed4f56581d89ced2ab8354909557ecfa38492eb7ccde8ae5124d40926,1861,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_execution_authorization.json,INCLUDE_APPROVED_DESIGN,eb9539b3fd4e7e159e9353645d1a83b313e31058db20da7c708f06c4364b979f,800,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_interface_impact.csv,INCLUDE_APPROVED_DESIGN,d7de6ceaad43d444c41d259a67308b63cc274dcc63101dbf8b1b31145a3ed90a,1223,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_parameter_matrix.csv,INCLUDE_APPROVED_DESIGN,5e522dfafc206bfb901f46d47ea005e58860ba66f378fb2e2c208176cad8edca,20480,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_semantic_deltas.csv,INCLUDE_APPROVED_DESIGN,00759977711c3247e60e0c620b75befa32bc2d5e0341d311c436dd9513ce4d1f,7026,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_test_deltas.csv,INCLUDE_APPROVED_DESIGN,59d9bb5c2931efd480d213beda64b2545f64197506391c20e263e60a1a51b918,2901,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/B2-A1_visibility_matrix.csv,INCLUDE_APPROVED_DESIGN,ed230a8f44307c545ff41d33aa6b332a98d32d6df0ccfb731227fae0afdf4252,1010,B2-A1,STATE-002|STATE-003|ALGO-002,docs/spec-v3/semantic-completion/reviews/B2-A1_approval_form.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/reviews/task18b_83_parameter_recheck.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,050d0180143cdb65829c6079a394bfe43b5dd7d1e3fbef1df30accbdcb799c9a,67002,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/semantic_completion_matrix.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,3d58afa6ae0c5648daa8e70c4710eb96e095d872ddc929c25ffec6e2f0cc2ce3,1097008,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/semantic_completion_summary.md,INCLUDE_REQUIRED_PROJECT_HISTORY,882ced5cc5db7d77d5c1fe9adf3f92f792682dd7cba8cbdff1f5bbd3beb37b77,3600,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/semantic_delta_catalog.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,b56e2eb7f9b8ea56ad2386873d0dd0e6c63198a9df54a8f48690c82f75c66aa0,2689036,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/task18b_r1_effective_delta_catalog.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,828c118a35ab746a6ef9cbc9a0e35b444d81ffccf395cd3b0bfe52b228cec06d,29387,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/semantic-completion/task18b_r1_supersession_map.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,778091e8eb43ec38f454d6bba408f912ef11cb908952680333c4946f26c724c9,11463,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_b1a_supplemental_manifest.csv,INCLUDE_REQUIRED_TASK19_PLAN,65667dde7d91f963657288358dbd723b9a92b6e9abe172ac07a43f91f846b2f3,5864,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_deferred_paths.txt,INCLUDE_REQUIRED_TASK19_PLAN,24bb7bf6a9b2cde10168f57ed1cf1e9935b80627e536180ba542aa495b3c0b7e,28,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_final_authorization.json,INCLUDE_REQUIRED_TASK19_PLAN,7d915d9fae9f2d183829ca29a5580d98227c9e5b1d47c6581d70a3d2fad884a8,1028,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_final_candidate.csv,INCLUDE_REQUIRED_TASK19_PLAN,f8d9a9681cb8d594d6ffe885c04e8ff3a027b9eea4e13e580c6d5867f70f71a3,1895757,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_final_exclude_paths.txt,INCLUDE_REQUIRED_TASK19_PLAN,992ce1eade126c098484cf3e75f7ca8213b8ff1b9d666fabe9b668afa83546bd,624694,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/task19/checkpoint/task19_checkpoint_final_include_paths.txt,INCLUDE_REQUIRED_TASK19_PLAN,7ba2d7320f622c9c9b15c63f5f7586264e9208864b96a06426e6b38d384267e2,12823,TASK19_CHECKPOINT,ALL,docs/spec-v3/task19/checkpoint/task19_checkpoint_provenance_manifest.csv,2026-07-30T23:00:30+08:00,true
